kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
matmul.1.sm_86.ptx 81 : 2097152 14312544 0 0 0 0 0 0 0 
matmul.1.sm_86.ptx 82 : 2097152 14193632 0 0 0 0 0 0 0 
matmul.1.sm_86.ptx 83 : 2097152 12244176 0 0 0 0 0 0 8192 
matmul.1.sm_86.ptx 88 : 2097152 20711616 0 131072 65536 0 0 0 0 
matmul.1.sm_86.ptx 89 : 2097152 15991872 0 0 0 0 0 0 0 
matmul.1.sm_86.ptx 90 : 2097152 15998656 0 0 0 0 0 0 0 
matmul.1.sm_86.ptx 91 : 2097152 14687840 0 0 0 0 0 0 0 
matmul.1.sm_86.ptx 85 : 131072 20482160 0 0 0 16384 8192 0 0 
matmul.1.sm_86.ptx 92 : 2097152 14939328 0 0 0 0 0 0 0 
matmul.1.sm_86.ptx 93 : 2097152 0 0 0 0 0 0 0 0 
